seg_th,part_energy(W/m2)
1044,9695.481445
1045,8991.479492
1046,9138.270508
1047,11485.462891
1048,11482.997070
1049,9954.426758
1050,12804.844727
1051,15446.325195
1052,14560.680664
1053,17974.250000
1054,22273.910156
1055,24856.738281
1056,26573.839844
1057,31063.535156
1058,41546.605469
1059,37478.968750
1060,41098.425781
1061,42689.101562
1062,37310.875000
1063,48762.300781
1064,47853.464844
1065,44196.726562
1066,45408.484375
1067,44751.402344
1068,46779.660156
1069,43812.531250
1070,42209.726562
1071,46451.066406
1072,33870.250000
1073,35355.687500
1074,29930.015625
1075,24539.533203
1076,26493.167969
1077,19656.386719
1078,18694.833984
1079,14530.334961
1080,15401.791992
1081,10779.603516
1082,11179.772461
1083,8662.977539
1084,11554.719727
1085,7996.404297
1086,8196.150391
1087,9159.329102
1088,8003.737305
1089,5322.210938
1090,6847.745117
1091,6331.047852

1092,6203.684570
1093,7863.127930
1094,8176.201172
1095,10880.982422
1096,9248.645508
1097,9711.416016
1098,9481.218750
1099,12615.080078
1100,12417.849609
1101,13471.813477
1102,10861.061523
1103,14689.596680
1104,16977.873047
1105,20115.253906
1106,21599.675781
1107,21623.656250
1108,26350.830078
1109,30099.394531
1110,37771.531250
1111,36789.773438
1112,38003.125000
1113,40864.523438
1114,47096.167969
1115,51164.570312
1116,49496.582031
1117,51546.925781
1118,45235.648438
1119,45890.203125
1120,47309.179688
1121,42608.902344
1122,41237.320312
1123,40078.914062
1124,42869.386719
1125,32660.675781
1126,30206.371094
1127,30773.552734
1128,26659.378906
1129,22257.001953
1130,16122.832031
1131,18786.929688
1132,16413.544922
1133,11105.577148
1134,9368.914062
1135,11633.185547
1136,11937.469727
1137,10515.033203
1138,8160.649902
1139,9362.739258
1140,9552.097656
1141,6536.409180
1142,5859.921875
1143,6057.567383

1144,4503.689941
1145,7675.513672
1146,6041.056152
1147,8869.522461
1148,9985.842773
1149,7162.094727
1150,10475.279297
1151,9751.930664
1152,8456.344727
1153,12518.524414
1154,15213.242188
1155,18417.722656
1156,19576.054688
1157,17878.273438
1158,18442.386719
1159,30640.328125
1160,25926.978516
1161,30580.601562
1162,36928.097656
1163,34420.890625
1164,42804.644531
1165,46043.214844
1166,47159.785156
1167,46027.425781
1168,49668.058594
1169,51326.699219
1170,50266.687500
1171,46887.273438
1172,48669.527344
1173,47489.871094
1174,40173.664062
1175,41667.152344
1176,37356.863281
1177,35963.070312
1178,34819.003906
1179,31036.623047
1180,25741.453125
1181,19581.615234
1182,18789.605469
1183,14655.256836
1184,14314.647461
1185,12820.017578
1186,11227.669922
1187,11482.701172
1188,11929.704102
1189,9455.016602
1190,8697.340820
1191,10843.739258
1192,8150.984375
1193,7320.892090
1194,7228.057617
1195,5723.722656

1196,5545.497559
1197,9002.811523
1198,5492.639648
1199,9206.483398
1200,8537.542969
1201,11411.321289
1202,10312.564453
1203,10138.786133
1204,8985.122070
1205,10042.999023
1206,12151.626953
1207,13089.531250
1208,16048.662109
1209,15999.504883
1210,21386.177734
1211,23888.623047
1212,27207.371094
1213,28920.826172
1214,34786.578125
1215,33807.617188
1216,43277.703125
1217,45162.707031
1218,45222.492188
1219,48954.574219
1220,46465.070312
1221,50716.222656
1222,48927.238281
1223,48387.218750
1224,49357.617188
1225,46530.437500
1226,41568.242188
1227,41645.554688
1228,40042.582031
1229,33442.984375
1230,32836.878906
1231,25566.394531
1232,23207.777344
1233,24064.974609
1234,19557.150391
1235,16790.472656
1236,12911.981445
1237,11831.958008
1238,9967.311523
1239,9827.777344
1240,9164.228516
1241,11931.367188
1242,9821.774414
1243,10797.330078
1244,7388.695312
1245,7495.914062
1246,8206.538086
1247,4538.731445

1248,5863.169434
1249,6191.792969
1250,7222.117188
1251,7813.584961
1252,7677.043457
1253,9027.665039
1254,8675.559570
1255,9961.428711
1256,10016.752930
1257,12469.804688
1258,12104.540039
1259,16895.029297
1260,14672.021484
1261,24386.763672
1262,18460.763672
1263,24765.005859
1264,26402.128906
1265,31504.945312
1266,35141.003906
1267,37031.632812
1268,42912.664062
1269,47054.968750
1270,46339.894531
1271,45717.261719
1272,53120.449219
1273,47282.351562
1274,47239.464844
1275,49339.589844
1276,50039.792969
1277,44424.609375
1278,46058.496094
1279,41879.929688
1280,39193.855469
1281,33640.574219
1282,31140.929688
1283,26599.697266
1284,24693.183594
1285,24940.396484
1286,19674.361328
1287,15866.191406
1288,16586.339844
1289,11845.373047
1290,11190.064453
1291,10810.727539
1292,8106.474609
1293,7498.897461
1294,9805.038086
1295,9007.362305
1296,8719.374023
1297,7936.198242
1298,6017.378906
1299,6858.926270

1300,7038.627441
1301,5678.686523
1302,9181.706055
1303,8512.616211
1304,9356.136719
1305,9734.622070
1306,10103.842773
1307,11858.716797
1308,12065.353516
1309,11661.219727
1310,9658.211914
1311,19439.251953
1312,14094.518555
1313,18668.955078
1314,21170.734375
1315,26559.263672
1316,28940.091797
1317,29072.498047
1318,35212.464844
1319,37335.417969
1320,42219.062500
1321,48095.523438
1322,43724.800781
1323,49765.898438
1324,50881.898438
1325,45718.671875
1326,44661.183594
1327,49313.753906
1328,48100.937500
1329,50682.117188
1330,43251.464844
1331,38030.902344
1332,37881.289062
1333,35402.574219
1334,29742.828125
1335,29520.605469
1336,23870.439453
1337,18994.470703
1338,20189.841797
1339,17682.615234
1340,13930.166016
1341,10308.985352
1342,11757.568359
1343,10143.905273
1344,8153.816406
1345,8808.289062
1346,7688.796875
1347,9147.038086
1348,10398.651367
1349,8006.331055
1350,5834.394043
1351,5914.426758

1352,4839.904297
1353,5162.354492
1354,7256.616699
1355,7364.190430
1356,10724.502930
1357,7326.801758
1358,9127.990234
1359,13245.038086
1360,9958.164062
1361,11463.201172
1362,12334.444336
1363,13040.438477
1364,16623.929688
1365,20388.437500
1366,16287.346680
1367,24737.542969
1368,27288.078125
1369,30408.349609
1370,33677.910156
1371,39363.437500
1372,38131.585938
1373,47866.687500
1374,43257.019531
1375,47818.480469
1376,45247.417969
1377,42662.847656
1378,46741.566406
1379,47104.484375
1380,47138.605469
1381,51345.148438
1382,42099.359375
1383,38507.375000
1384,35601.261719
1385,34713.375000
1386,34900.156250
1387,27485.595703
1388,27825.974609
1389,14803.081055
1390,18181.095703
1391,16016.716797
1392,13338.550781
1393,13965.805664
1394,11332.501953
1395,13083.904297
1396,9284.439453
1397,11935.610352
1398,8994.172852
1399,10029.192383
1400,9713.531250
1401,9401.008789
1402,5979.287109
1403,7514.677734

1404,6332.460938
1405,6205.632324
1406,6370.200195
1407,9092.185547
1408,10200.967773
1409,10205.596680
1410,9304.962891
1411,9435.618164
1412,8289.703125
1413,9984.318359
1414,12099.688477
1415,14543.695312
1416,17230.972656
1417,20311.324219
1418,20189.611328
1419,26379.697266
1420,28043.357422
1421,34237.453125
1422,32677.712891
1423,39573.660156
1424,40108.398438
1425,42219.937500
1426,44665.429688
1427,50081.898438
1428,49824.953125
1429,49149.425781
1430,52848.605469
1431,45450.531250
1432,42619.566406
1433,47492.917969
1434,42505.226562
1435,40103.789062
1436,38178.773438
1437,32649.847656
1438,34449.015625
1439,27939.716797
1440,20798.023438
1441,19238.886719
1442,21254.509766
1443,20145.773438
1444,14772.978516
1445,12657.557617
1446,11711.514648
1447,11649.556641
1448,9988.229492
1449,9839.861328
1450,9654.281250
1451,10176.992188
1452,7677.553711
1453,8540.813477
1454,7852.002441
1455,6359.497070

1456,6557.533203
1457,7526.964355
1458,7198.700684
1459,8045.525391
1460,11359.846680
1461,11632.947266
1462,9831.514648
1463,9329.281250
1464,8630.566406
1465,10012.770508
1466,11164.330078
1467,18746.308594
1468,15130.276367
1469,20136.955078
1470,20637.132812
1471,27384.324219
1472,27587.076172
1473,31921.449219
1474,37728.847656
1475,42586.890625
1476,37688.128906
1477,44916.886719
1478,48127.046875
1479,41801.585938
1480,49697.628906
1481,47261.171875
1482,46017.171875
1483,50932.097656
1484,49250.031250
1485,47928.238281
1486,50293.417969
1487,38802.003906
1488,36902.726562
1489,33184.875000
1490,29986.703125
1491,28861.175781
1492,25504.728516
1493,22767.726562
1494,16626.580078
1495,18317.216797
1496,12442.256836
1497,11477.576172
1498,11741.114258
1499,12152.625977
1500,10793.305664
1501,10999.250000
1502,9221.853516
1503,9278.627930
1504,7372.286621
1505,7241.634277
1506,7180.145020
1507,6498.878906

1508,4889.057617
1509,5030.292480
1510,9168.770508
1511,7171.173828
1512,8810.573242
1513,10033.830078
1514,8512.209961
1515,9983.091797
1516,10538.174805
1517,9794.943359
1518,12355.389648
1519,16205.783203
1520,18880.095703
1521,23682.431641
1522,23253.441406
1523,22525.207031
1524,28627.476562
1525,32642.765625
1526,33037.667969
1527,40877.867188
1528,46374.332031
1529,42099.605469
1530,50507.414062
1531,50968.457031
1532,46643.441406
1533,46783.902344
1534,44274.777344
1535,48275.214844
1536,40966.214844
1537,45187.593750
1538,41229.988281
1539,38688.613281
1540,40296.859375
1541,34016.527344
1542,34431.636719
1543,25962.439453
1544,25994.980469
1545,20634.410156
1546,20195.669922
1547,15929.147461
1548,15966.723633
1549,13893.586914
1550,9972.649414
1551,8853.103516
1552,9784.926758
1553,9153.984375
1554,8978.605469
1555,11192.010742
1556,7646.119629
1557,7877.905762
1558,6003.700684
1559,6044.840820

1560,3835.880615
1561,5532.631348
1562,6358.394531
1563,7997.085938
1564,9526.209961
1565,8213.823242
1566,11122.291016
1567,10071.711914
1568,11017.385742
1569,11770.007812
1570,13059.245117
1571,14252.475586
1572,17789.941406
1573,14996.092773
1574,20596.046875
1575,21515.179688
1576,28440.296875
1577,33685.285156
1578,36552.980469
1579,33948.765625
1580,37745.500000
1581,44509.539062
1582,44633.781250
1583,45812.632812
1584,45833.285156
1585,48570.945312
1586,50773.996094
1587,52989.671875
1588,41068.601562
1589,47118.570312
1590,42908.011719
1591,41139.714844
1592,37631.953125
1593,36718.410156
1594,32137.429688
1595,27419.583984
1596,22676.617188
1597,19211.234375
1598,18007.111328
1599,13724.598633
1600,15506.833984
1601,14294.467773
1602,9539.142578
1603,9215.150391
1604,12542.911133
1605,10490.479492
1606,8527.473633
1607,8906.092773
1608,7022.175293
1609,8076.244629
1610,6847.748535
1611,7384.617676

1612,5539.452148
1613,6032.509766
1614,7819.755859
1615,8591.783203
1616,8538.683594
1617,8037.269043
1618,10017.778320
1619,11747.722656
1620,9663.304688
1621,11186.764648
1622,12324.754883
1623,16859.962891
1624,19781.449219
1625,19481.376953
1626,20985.927734
1627,21494.359375
1628,27171.607422
1629,27429.593750
1630,37584.410156
1631,44426.976562
1632,43017.105469
1633,43787.238281
1634,42693.496094
1635,54032.386719
1636,49506.425781
1637,47184.875000
1638,45105.359375
1639,46124.687500
1640,48017.382812
1641,48042.058594
1642,47129.894531
1643,44669.320312
1644,34878.468750
1645,29403.218750
1646,29425.126953
1647,24264.849609
1648,27141.095703
1649,20796.175781
1650,20765.273438
1651,15143.456055
1652,16051.962891
1653,13181.471680
1654,8506.243164
1655,12013.375977
1656,11613.804688
