seg_th,part_energy(W/m2)
1162,34232.839844
1163,37050.796875
1164,39637.890625
1165,41895.468750
1166,43750.519531
1167,45148.324219
1168,46063.484375
1169,46490.414062
1170,46440.207031
1171,45924.496094
1172,44953.976562
1173,43545.804688
1174,41719.835938
1175,39517.496094
1176,36997.992188
1177,34237.050781
1178,31327.851562
1179,28367.154297
1180,25451.531250
1181,22671.064453
1182,20104.166016
1183,17807.615234
1184,15816.116211
1185,14138.301758
1186,12761.780273
1187,11653.768555
1188,10763.653320
1189,10037.731445
1190,9425.562500
1191,8894.448242
1192,8437.521484
1193,8073.634766
1194,7835.087891
1195,7751.796875

1196,7710.142578
1197,7797.579102
1198,8050.380859
1199,8435.099609
1200,8922.772461
1201,9491.511719
1202,10150.167969
1203,10926.588867
1204,11866.921875
1205,13018.334961
1206,14415.614258
1207,16082.654297
1208,18029.699219
1209,20250.414062
1210,22731.162109
1211,25437.349609
1212,28311.025391
1213,31272.175781
1214,34223.375000
1215,37053.019531
1216,39652.253906
1217,41918.960938
1218,43778.816406
1219,45178.343750
1220,46094.652344
1221,46523.996094
1222,46477.320312
1223,45963.894531
1224,44991.109375
1225,43574.542969
1226,41735.597656
1227,39518.773438
1228,36988.394531
1229,34222.726562
1230,31315.376953
1231,28361.744141
1232,25455.832031
1233,22684.316406
1234,20123.222656
1235,17827.449219
1236,15832.557617
1237,14148.631836
1238,12765.719727
1239,11654.063477
1240,10764.718750
1241,10044.187500
1242,9440.921875
1243,8920.161133
1244,8473.040039
1245,8116.710938
1246,7883.107422
1247,7801.467285

1248,7678.261719
1249,7766.642090
1250,8022.229492
1251,8409.634766
1252,8898.177734
1253,9464.086914
1254,10116.697266
1255,10885.753906
1256,11819.746094
1257,12968.477539
1258,14368.791992
1259,16043.601562
1260,18001.669922
1261,20234.017578
1262,22724.646484
1263,25438.603516
1264,28318.029297
1265,31284.052734
1266,34239.953125
1267,37073.121094
1268,39673.968750
1269,41938.472656
1270,43792.453125
1271,45184.910156
1272,46096.335938
1273,46525.140625
1274,46481.851562
1275,45973.027344
1276,45001.898438
1277,43580.988281
1278,41732.335938
1279,39502.546875
1280,36960.945312
1281,34189.144531
1282,31282.169922
1283,28335.091797
1284,25439.970703
1285,22680.658203
1286,20130.738281
1287,17842.347656
1288,15850.993164
1289,14167.105469
1290,12782.111328
1291,11668.651367
1292,10779.683594
1293,10062.519531
1294,9465.303711
1295,8952.121094
1296,8512.530273
1297,8162.311035
1298,7932.889160
1299,7852.632324

1300,7641.350098
1301,7731.078125
1302,7990.247559
1303,8381.481445
1304,8871.989258
1305,9436.319336
1306,10084.216797
1307,10847.857422
1308,11778.282227
1309,12927.768555
1310,14334.965820
1311,16021.158203
1312,17993.130859
1313,20239.517578
1314,22741.849609
1315,25464.683594
