seg_th,part_energy(W/m2)
1419,28079.494141
1420,31660.794922
1421,35057.906250
1422,38226.453125
1423,41143.558594
1424,43792.046875
1425,46143.175781
1426,48154.398438
1427,49760.453125
1428,50889.394531
1429,51473.925781
1430,51471.328125
1431,50873.652344
1432,49713.023438
1433,48062.902344
1434,46006.667969
1435,43628.781250
1436,40993.187500
1437,38134.558594
1438,35070.222656
1439,31808.236328
1440,28371.474609
1441,24806.810547
1442,21188.728516
1443,17616.443359
1444,14203.520508
1445,11058.967773
1446,8280.023438
1447,5933.893066
1448,4049.766846
1449,2618.760498
1450,1595.926147
1451,911.191162
1452,484.829681
1453,242.257523
1454,121.322365
1455,85.190529

1456,108.069183
1457,147.683823
1458,278.752930
1459,535.237915
1460,971.174500
1461,1649.023804
1462,2637.453857
1463,3996.404541
1464,5770.165039
1465,7986.458008
1466,10637.081055
1467,13683.471680
1468,17053.693359
1469,20644.685547
1470,24339.218750
1471,28018.191406
1472,31583.808594
1473,34966.023438
1474,38124.750000
1475,41039.480469
1476,43696.164062
1477,46065.582031
1478,48103.023438
1479,49738.167969
1480,50893.492188
1481,51497.078125
1482,51505.089844
1483,50910.109375
1484,49745.492188
1485,48086.527344
1486,46017.292969
1487,43623.347656
1488,40968.707031
1489,38089.753906
1490,35005.785156
1491,31726.748047
1492,28277.523438
1493,24706.039062
1494,21088.923828
1495,17524.433594
1496,14125.180664
1497,10997.000977
1498,8234.620117
1499,5903.006836
1500,4030.211670
1501,2607.107910
1502,1589.828003
1503,908.549194
1504,484.079010
1505,242.370605
1506,121.638245
1507,85.647293

1508,106.079224
1509,145.245865
1510,275.047668
1511,529.719910
1512,963.570740
1513,1639.147461
1514,2625.902588
1515,3984.753174
1516,5760.226074
1517,7980.480957
1518,10636.644531
1519,13688.181641
1520,17059.523438
1521,20644.875000
1522,24325.488281
1523,27983.164062
1524,31523.802734
1525,34881.855469
1526,38023.535156
1527,40931.648438
1528,43594.984375
1529,45983.160156
1530,48048.023438
1531,49713.429688
1532,50895.570312
1533,51517.593750
1534,51534.222656
1535,50938.628906
1536,49766.113281
1537,48094.386719
1538,46009.320312
1539,43598.109375
1540,40925.128906
1541,38028.218750
